Character	Pinyin	Tone	Meaning	Story
眼	Yan	3	Eyelet	Eyelet bends down drooping saying "Yan"!
良	Liang	2	high-quality	high-quality questions "Liang? Why?" curiously!
浪	Lang	4	Breakers	Breakers commands "Lang!" yells!
娘	Niang	2	Mom	Mom questions "Niang? Why?" curiously!
食	Shi	2	Food	Food questions "Shi? Why?" curiously!
飯	Fan	4	Meal	Meal commands "Fan!" yells!
餐	Can	1	to dine	to dine sings "Can!" cheerfully!
館	Guan	3	Bldg.	Bldg. bends down drooping saying "Guan"!
養	Yang	3	to raise	to raise bends down drooping saying "Yang"!
既	Ji	4	since	since commands "Ji!" yells!
概	Gai	4	approximate	approximate commands "Gai!" yells!
平	Ping	2	even	even questions "Ping? Why?" curiously!
評	Ping	2	to evaluate	to evaluate questions "Ping? Why?" curiously!
坪	Ping	2	Level Ground	Level Ground questions "Ping? Why?" curiously!
乎	Hu	1	ooh!	ooh! sings "Hu!" cheerfully!
呼	Hu	1	to shout	to shout sings "Hu!" cheerfully!
希	Xi	1	to hope	to hope sings "Xi!" cheerfully!
稀	Xi	1	scarce	scarce sings "Xi!" cheerfully!
學	Xue	2	to study	to study questions "Xue? Why?" curiously!
覺	Jue	2	Senses	Senses questions "Jue? Why?" curiously!
攪	Jiao	3	to stir	to stir bends down drooping saying "Jiao"!
凶	Xiong	1	sinister	sinister sings "Xiong!" cheerfully!
兇	Xiong	1	cruel	cruel sings "Xiong!" cheerfully!
胸	Xiong	1	Bosom	Bosom sings "Xiong!" cheerfully!
離	Li	2	to leave	to leave questions "Li? Why?" curiously!
禽	Qin	2	Fowl	Fowl questions "Qin? Why?" curiously!
辛	Xin	1	peppery	peppery sings "Xin!" cheerfully!
辦	Ban	4	to manage	to manage commands "Ban!" yells!
辯	Bian	4	to dispute	to dispute commands "Bian!" yells!
壁	Bi	4	Partition	Partition commands "Bi!" yells!
避	Bi	4	to evade	to evade commands "Bi!" yells!
新	Xin	1	new	new sings "Xin!" cheerfully!
薪	Xin	1	Fuel	Fuel sings "Xin!" cheerfully!
親	Qin	1	Relatives	Relatives sings "Qin!" cheerfully!
襯	Chen	4	Inner Garments	Inner Garments commands "Chen!" yells!
幸	Xing	4	Good Fortune	Good Fortune commands "Xing!" yells!
執	Zhi	2	to clench	to clench questions "Zhi? Why?" curiously!
報	Bao	4	Newspaper	Newspaper commands "Bao!" yells!
叫	Jiao	4	to call	to call commands "Jiao!" yells!
收	Shou	1	to receive	to receive sings "Shou!" cheerfully!
陸	Lu	4	Land	Land commands "Lu!" yells!
勢	Shi	4	Force	Force commands "Shi!" yells!
熱	Re	4	Heat	Heat commands "Re!" yells!
藝	Yi	4	Technique	Technique commands "Yi!" yells!
亥	Hai	4	Sign Of The Hog	Sign Of The Hog commands "Hai!" yells!
核	He	2	Nucleus	Nucleus questions "He? Why?" curiously!
孩	Hai	2	Tot	Tot questions "Hai? Why?" curiously!
刻	Ke	4	to carve	to carve commands "Ke!" yells!
該	Gai	1	should	should sings "Gai!" cheerfully!
述	Shu	4	to narrate	to narrate commands "Shu!" yells!
術	Shu	4	Art	Art commands "Shu!" yells!
殺	Sha	1	to kill	to kill sings "Sha!" cheerfully!
襄	Xiang	1	to aid	to aid sings "Xiang!" cheerfully!
讓	Rang	4	to yield	to yield commands "Rang!" yells!
壤	Rang	3	Territory	Territory bends down drooping saying "Rang"!
寒	Han	2	frigid	frigid questions "Han? Why?" curiously!
賽	Sai	4	Competition	Competition commands "Sai!" yells!
毒	Du	2	a Poison	a Poison questions "Du? Why?" curiously!
素	Su	4	Vegetarian Diet	Vegetarian Diet commands "Su!" yells!
青	Qing	1	blue or green	blue or green sings "Qing!" cheerfully!
精	Jing	1	refined	refined sings "Jing!" cheerfully!
請	Qing	3	to invite	to invite bends down drooping saying "Qing"!
情	Qing	2	Feelings	Feelings questions "Qing? Why?" curiously!
睛	Jing	1	Eyeball	Eyeball sings "Jing!" cheerfully!
清	Qing	1	pure	pure sings "Qing!" cheerfully!
靜	Jing	4	quiet	quiet commands "Jing!" yells!
責	Ze	2	Responsibility	Responsibility questions "Ze? Why?" curiously!
績	Ji [普], ji [國]	1	Accomplishments	Accomplishments sings "Ji [普], ji [國]!" cheerfully!
積	Ji	1	to accumulate	to accumulate sings "Ji!" cheerfully!
表	Biao	3	Surface	Surface bends down drooping saying "Biao"!
錶	Biao	3	a Watch	a Watch bends down drooping saying "Biao"!
生	Sheng	1	Life	Life sings "Sheng!" cheerfully!
星	Xing	1	Star	Star sings "Xing!" cheerfully!
姓	Xing	4	Surname	Surname commands "Xing!" yells!
性	Xing	4	Sex	Sex commands "Xing!" yells!
害	Hai	4	Harm	Harm commands "Hai!" yells!
割	Ge	1	to cut off	to cut off sings "Ge!" cheerfully!
慧	Hui	4	intelligent	intelligent commands "Hui!" yells!
豐	Feng	1	plentiful	plentiful sings "Feng!" cheerfully!
春	Chun	1	Springtime	Springtime sings "Chun!" cheerfully!
泰	Tai	4	tranquil	tranquil commands "Tai!" yells!
奉	Feng	4	to proffer	to proffer commands "Feng!" yells!
棒	Bang	4	Cudgel	Cudgel commands "Bang!" yells!
勤	Qin	2	diligent	diligent questions "Qin? Why?" curiously!
謹	Jin	3	careful	careful bends down drooping saying "Jin"!
僅	Jin	3	merely	merely bends down drooping saying "Jin"!
漢	Han	4	Han	Han commands "Han!" yells!
難	Nan	2	difficult	difficult questions "Nan? Why?" curiously!
攤	Tan	1	Vendor’s Stand	Vendor’s Stand sings "Tan!" cheerfully!
華	Hua	2	Splendor	Splendor questions "Hua? Why?" curiously!
嘩	Hua	2	Clamor	Clamor questions "Hua? Why?" curiously!
垂	Chui	2	to droop	to droop questions "Chui? Why?" curiously!
錘	Chui	2	Hammer	Hammer questions "Chui? Why?" curiously!
睡	Shui	4	to sleep	to sleep commands "Shui!" yells!
今	Jin	1	now	now sings "Jin!" cheerfully!
含	Han	2	to harbor	to harbor questions "Han? Why?" curiously!
念	Nian	4	to miss	to miss commands "Nian!" yells!
陰	Yin	1	Yin	Yin sings "Yin!" cheerfully!
蔭	Yin	4	shady	shady commands "Yin!" yells!
西	Xi	1	West	West sings "Xi!" cheerfully!
要	Yao	4	want	want commands "Yao!" yells!
腰	Yao	1	Waist	Waist sings "Yao!" cheerfully!
票	Piao	4	Ticket	Ticket commands "Piao!" yells!
漂	Piao	4	to drift	to drift commands "Piao!" yells!
標	Biao	1	a Mark	a Mark sings "Biao!" cheerfully!
賈	Gu	3	Merchant	Merchant bends down drooping saying "Gu"!
價	Jia	4	Price	Price commands "Jia!" yells!
煙	Yan	1	the Smoke	the Smoke sings "Yan!" cheerfully!
南	Nan	2	South	South questions "Nan? Why?" curiously!
門	Men	2	Gate	Gate questions "Men? Why?" curiously!
們	Men	5	[plural]	[plural] says "Men" neutrally!
閒	Xian	2	Leisure	Leisure questions "Xian? Why?" curiously!
問	Wen	4	to ask	to ask commands "Wen!" yells!
間	Jian	1	Interval	Interval sings "Jian!" cheerfully!
簡	Jian	3	simple	simple bends down drooping saying "Jian"!
開	Kai	1	to open	to open sings "Kai!" cheerfully!
聞	Wen	2	to hear	to hear questions "Wen? Why?" curiously!
倉	Cang	1	Storehouse	Storehouse sings "Cang!" cheerfully!
槍	Qiang	1	Gun	Gun sings "Qiang!" cheerfully!
創	Chuang	4	to initiate	to initiate commands "Chuang!" yells!
非	Fei	1	non—	non— sings "Fei!" cheerfully!
排	Pai	2	Row	Row questions "Pai? Why?" curiously!
罪	Zui	4	Guilt	Guilt commands "Zui!" yells!
靠	Kao	4	to lean on	to lean on commands "Kao!" yells!
侯	Hou	2	Marquis	Marquis questions "Hou? Why?" curiously!
候	Hou	4	to wait	to wait commands "Hou!" yells!
決	Jue	2	to decide	to decide questions "Jue? Why?" curiously!
快	Kuai	4	fast	fast commands "Kuai!" yells!
筷	Kuai	4	Chopsticks	Chopsticks commands "Kuai!" yells!
韋	Wei	2	Tanned Hide	Tanned Hide questions "Wei? Why?" curiously!
圍	Wei	2	to surround	to surround questions "Wei? Why?" curiously!
偉	Wei	3	great	great bends down drooping saying "Wei"!
衛	Wei	4	to defend	to defend commands "Wei!" yells!
干	Gan	1	to offend	to offend sings "Gan!" cheerfully!
岸	An	4	Shore	Shore commands "An!" yells!
幹	Gan	4	Trunk (like a tree)	Trunk (like a tree) commands "Gan!" yells!
旱	Han	4	Drought	Drought commands "Han!" yells!
趕	Gan	3	to hurry	to hurry bends down drooping saying "Gan"!
于	Yu	2	Yu	Yu questions "Yu? Why?" curiously!
宇	Yu	3	Eaves	Eaves bends down drooping saying "Yu"!
余	Yu	2	moi	moi questions "Yu? Why?" curiously!
餘	Yu	2	Excess	Excess questions "Yu? Why?" curiously!
除	Chu	2	to eliminate	to eliminate questions "Chu? Why?" curiously!
途	Tu	2	Route	Route questions "Tu? Why?" curiously!
束	Shu	4	to bundle up	to bundle up commands "Shu!" yells!
速	Su	4	quick	quick commands "Su!" yells!
辣	La	4	spicy hot	spicy hot commands "La!" yells!
整	Zheng	3	entire	entire bends down drooping saying "Zheng"!
練	Lian	4	to practice	to practice commands "Lian!" yells!
揀	Jian	3	to opt for	to opt for bends down drooping saying "Jian"!
重	Zhong	4	heavy	heavy commands "Zhong!" yells!
懂	Dong	3	to understand	to understand bends down drooping saying "Dong"!
動	Dong	4	to move	to move commands "Dong!" yells!
種	Zhong	3	Species	Species bends down drooping saying "Zhong"!
衝	Chong	1	to collide	to collide sings "Chong!" cheerfully!
病	Bing	4	Illness	Illness commands "Bing!" yells!
痛	Tong	4	to ache	to ache commands "Tong!" yells!
瘋	Feng	1	insane	insane sings "Feng!" cheerfully!
匹	Pi	1	to match	to match sings "Pi!" cheerfully!
區	Qu	1	Region	Region sings "Qu!" cheerfully!
樞	Shu	1	Hub	Hub sings "Shu!" cheerfully!
歐	Ou	1	Europe	Europe sings "Ou!" cheerfully!
醫	Yi	1	Physician	Physician sings "Yi!" cheerfully!
仰	Yang	3	to look up to	to look up to bends down drooping saying "Yang"!
迎	Ying	2	to greet	to greet questions "Ying? Why?" curiously!
登	Deng	1	to ascend	to ascend sings "Deng!" cheerfully!
燈	Deng	1	Lamp	Lamp sings "Deng!" cheerfully!
證	Zheng	4	Evidence	Evidence commands "Zheng!" yells!
發	Fa	1	to send out	to send out sings "Fa!" cheerfully!
廢	Fei	4	to discard	to discard commands "Fei!" yells!
形	Xing	2	Shape	Shape questions "Xing? Why?" curiously!
影	Ying	3	Shadow	Shadow bends down drooping saying "Ying"!
彩	Cai	3	Hue	Hue bends down drooping saying "Cai"!
須	Xu	1	to have to	to have to sings "Xu!" cheerfully!
珍	Zhen	1	rare	rare sings "Zhen!" cheerfully!
參	Can	1	to participate	to participate sings "Can!" cheerfully!
慘	Can	3	wretched	wretched bends down drooping saying "Can"!
修	Xiu	1	to repair	to repair sings "Xiu!" cheerfully!
文	Wen	2	Literature	Literature questions "Wen? Why?" curiously!
蚊	Wen	2	Mosquito	Mosquito questions "Wen? Why?" curiously!
彥	Yan	4	erudite	erudite commands "Yan!" yells!
顏	Yan	2	Countenance	Countenance questions "Yan? Why?" curiously!
產	Chan	3	Products	Products bends down drooping saying "Chan"!
率	Shuai	4	a Rate	a Rate commands "Shuai!" yells!
摔	Shuai	1	to tumble	to tumble sings "Shuai!" cheerfully!
央	Yang	1	Center	Center sings "Yang!" cheerfully!
英	Ying	1	England	England sings "Ying!" cheerfully!
巴	Ba	1	Crust	Crust sings "Ba!" cheerfully!
把	Ba	3	to grasp	to grasp bends down drooping saying "Ba"!
爸	Ba	4	Papa	Papa commands "Ba!" yells!
吧	Ba	1	Bar	Bar sings "Ba!" cheerfully!
色	Se	4	Color	Color commands "Se!" yells!
絕	Jue	2	to discontinue	to discontinue questions "Jue? Why?" curiously!
甘	Gan	1	sweet	sweet sings "Gan!" cheerfully!
某	Mou	3	such and such	such and such bends down drooping saying "Mou"!
其	Qi	2	his-hers-its-theirs	his-hers-its-theirs questions "Qi? Why?" curiously!
期	Qi [普], qi [國]	1	Period of Time	Period of Time sings "Qi [普], qi [國]!" cheerfully!
基	Ji	1	Base	Base sings "Ji!" cheerfully!
斯	Si	1	Sphinx	Sphinx sings "Si!" cheerfully!
甚	Shen	4	tremendously	tremendously commands "Shen!" yells!
貴	Gui	4	expensive	expensive commands "Gui!" yells!
遺	Yi	2	to bequeath	to bequeath questions "Yi? Why?" curiously!
舞	Wu	3	Dance	Dance bends down drooping saying "Wu"!
無	Wu	2	nothing	nothing questions "Wu? Why?" curiously!
撫	Fu	3	to comfort	to comfort bends down drooping saying "Fu"!
且	Qie	3	moreover	moreover bends down drooping saying "Qie"!
姐	Jie	3	Older Sister	Older Sister bends down drooping saying "Jie"!
組	Zu	3	Group	Group bends down drooping saying "Zu"!
祖	Zu	3	Ancestor	Ancestor bends down drooping saying "Zu"!
助	Zhu	4	to assist	to assist commands "Zhu!" yells!
並	Bing	4	side by side	side by side commands "Bing!" yells!
普	Pu	3	universal	universal bends down drooping saying "Pu"!
業	Ye	4	Profession	Profession commands "Ye!" yells!
對	Dui	4	that’s right	that’s right commands "Dui!" yells!
共	Gong	4	together	together commands "Gong!" yells!
供	Gong	1	Supply	Supply sings "Gong!" cheerfully!
異	Yi	4	different	different commands "Yi!" yells!
巷	Xiang	4	Lane	Lane commands "Xiang!" yells!
港	Gang	3	Port	Port bends down drooping saying "Gang"!
選	Xuan	3	to choose	to choose bends down drooping saying "Xuan"!
井	Jing	3	a Well	a Well bends down drooping saying "Jing"!
亞	Ya [普], ya [國]	3	Asia	Asia bends down drooping saying "Ya [普], ya [國]"!
惡	E	4	Evil	Evil commands "E!" yells!
角	Jiao	3	Angle	Angle bends down drooping saying "Jiao"!
解	Jie	3	to untie	to untie bends down drooping saying "Jie"!
嘴	Zui	3	Orifice	Orifice bends down drooping saying "Zui"!
再	Zai	4	once more	once more commands "Zai!" yells!
稱	Cheng	1	to weigh	to weigh sings "Cheng!" cheerfully!
講	Jiang	3	to lecture	to lecture bends down drooping saying "Jiang"!
構	Gou	4	to frame	to frame commands "Gou!" yells!
扁	Bian	3	flat	flat bends down drooping saying "Bian"!
篇	Pian	1	Piece of Writing	Piece of Writing sings "Pian!" cheerfully!
編	Bian	1	to compile	to compile sings "Bian!" cheerfully!
論	Lun	4	Theory	Theory commands "Lun!" yells!
輪	Lun	2	Wheel	Wheel questions "Lun? Why?" curiously!
典	Dian	3	Canon	Canon bends down drooping saying "Dian"!
氏	Shi	4	Family Name	Family Name commands "Shi!" yells!
紙	Zhi	3	Paper	Paper bends down drooping saying "Zhi"!
昏	Hun	1	Dusk	Dusk sings "Hun!" cheerfully!
婚	Hun	1	Marriage	Marriage sings "Hun!" cheerfully!
低	Di	1	low	low sings "Di!" cheerfully!
底	Di	3	Bottom	Bottom bends down drooping saying "Di"!
民	Min	2	People	People questions "Min? Why?" curiously!
眠	Mian	2	the Slumber	the Slumber questions "Mian? Why?" curiously!
甫	Fu	3	Fu3	Fu3 bends down drooping saying "Fu"!
補	Bu	3	to patch	to patch bends down drooping saying "Bu"!
博	Bo	2	knowledgeable	knowledgeable questions "Bo? Why?" curiously!
搏	Bo	2	to wrestle	to wrestle questions "Bo? Why?" curiously!
都	Du	1	Metropolis	Metropolis sings "Du!" cheerfully!
部	Bu	4	Department	Department commands "Bu!" yells!
郎	Lang	2	Young Man	Young Man questions "Lang? Why?" curiously!
鄉	Xiang	1	Countryside	Countryside sings "Xiang!" cheerfully!
響	Xiang	3	an Echo	an Echo bends down drooping saying "Xiang"!
段	Duan	4	Section	Section commands "Duan!" yells!
鍛	Duan	4	to forge	to forge commands "Duan!" yells!
幻	Huan	4	unreal	unreal commands "Huan!" yells!
司	Si	1	to take charge of	to take charge of sings "Si!" cheerfully!
詞	Ci	2	Word	Word questions "Ci? Why?" curiously!
舟	Zhou	1	Boat	Boat sings "Zhou!" cheerfully!
船	Chuan	2	Ship	Ship questions "Chuan? Why?" curiously!
般	Ban	1	the Sort	the Sort sings "Ban!" cheerfully!
盤	Pan	2	Tray	Tray questions "Pan? Why?" curiously!
搬	Ban	1	to relocate	to relocate sings "Ban!" cheerfully!
瓜	Gua	1	Melon	Melon sings "Gua!" cheerfully!
孤	Gu	1	Orphan	Orphan sings "Gu!" cheerfully!
益	Yi	4	a Benefit	a Benefit commands "Yi!" yells!
假	Jia	4	Vacation	Vacation commands "Jia!" yells!
蝦	Xia	1	Shrimp	Shrimp sings "Xia!" cheerfully!
氣	Qi	4	Air	Air commands "Qi!" yells!
汽	Qi	4	Vapor	Vapor commands "Qi!" yells!
飛	Fei	1	to fly	to fly sings "Fei!" cheerfully!
面	Mian	4	face-to-face	face-to-face commands "Mian!" yells!
麵	Mian	4	Noodles	Noodles commands "Mian!" yells!
革	Ge	2	Leather	Leather questions "Ge? Why?" curiously!
鞋	Xie	2	Shoes	Shoes questions "Xie? Why?" curiously!
馨	Xin	1	fragrant	fragrant sings "Xin!" cheerfully!
聲	Sheng	1	Voice	Voice sings "Sheng!" cheerfully!
吳	Wu	2	Wu	Wu questions "Wu? Why?" curiously!
娛	Yu	2	Amusement	Amusement questions "Yu? Why?" curiously!
誤	Wu	4	Error	Error commands "Wu!" yells!
承	Cheng	2	to undertake （not like a cemetery）	to undertake （not like a cemetery） questions "Cheng? Why?" curiously!
蒸	Zheng	1	to steam	to steam sings "Zheng!" cheerfully!
牙	Ya	2	Tooth	Tooth questions "Ya? Why?" curiously!
穿	Chuan	1	to pass through	to pass through sings "Chuan!" cheerfully!
呀	Ya	5	wow!	wow! says "Ya" neutrally!
釋	Shi	4	to explain	to explain commands "Shi!" yells!
番	Fan	1	a Try	a Try sings "Fan!" cheerfully!
翻	Fan	1	to turn over	to turn over sings "Fan!" cheerfully!
播	Bo [普], bo [國]	1	to broadcast	to broadcast sings "Bo [普], bo [國]!" cheerfully!
毛	Mao	2	Fur	Fur questions "Mao? Why?" curiously!
尾	Wei	3	Tail	Tail bends down drooping saying "Wei"!
宅	Zhai	2	a Dwelling	a Dwelling questions "Zhai? Why?" curiously!
託	Tuo	1	to entrust	to entrust sings "Tuo!" cheerfully!
為	Wei	4	to act	to act commands "Wei!" yells!
偽	Wei [普], wei [國]	3	bogus	bogus bends down drooping saying "Wei [普], wei [國]"!
長	Chang	2	long	long questions "Chang? Why?" curiously!
張	Zhang	1	to stretch	to stretch sings "Zhang!" cheerfully!
漲	Zhang	4	to swell	to swell commands "Zhang!" yells!
套	Tao	4	a Cover	a Cover commands "Tao!" yells!
